id,type,name
C013870,company,"ПАО ""Нефтетрейд Сервис"""
C013871,company,"ПАО ""Технопарк Инвест"""
C013872,company,"ПАО ""Вектор Групп"""
C013873,company,"ООО ""Промлогистика Холдинг"""
C013874,company,"ЗАО ""Гефест Сервис"""
C013875,company,"ООО ""Стройинвест Капитал"""
C013876,company,"ЗАО ""Балтком Логистик"""
C013877,company,"ООО ""Вектор Сервис"""
C013878,company,"ПАО ""Сибуглемет-Н"""
C013879,company,"АО ""Кристалл Систем"""
C013880,company,"ЗАО ""Прогресс Холдинг"""
C013881,company,"АО ""Вектор"""
C013882,company,"ООО ""Мосинжстрой Систем"""
C013883,company,"ООО ""Мосинжстрой Инвест"""
C013884,company,"ООО ""Нефтетрейд Капитал"""
C013885,company,"ООО ""Полюс Сервис"""
C013886,company,"ПАО ""Мосинжстрой Логистик"""
C013887,company,"ПАО ""Контур Групп"""
C013888,company,"ООО ""Медиахолдинг Холдинг"""
C013889,company,"ПАО ""Стройинвест"""
C013890,company,"АО ""Агроресурс Капитал"""
C013891,company,"ПАО ""Ресурс Капитал"""
C013892,company,"ПАО ""Стройинвест Инвест"""
C013893,company,"ЗАО ""Атлант Сервис"""
C013894,company,"ООО ""Эталон Инвест"""
C013895,company,"ЗАО ""Сибуглемет-Н Логистик"""
C013896,company,"ООО ""Ресурс Логистик"""
C013897,company,"АО ""Контур"""
C013898,company,"ООО ""Полюс Холдинг"""
C013899,company,"ПАО ""Меркурий Систем"""
C013900,company,"ПАО ""Гранит Партнёрс"""
C013901,company,"ООО ""Аврора Проект"""
C013902,company,"ЗАО ""Сибуглемет-Н Капитал"""
C013903,company,"ЗАО ""Медиахолдинг Холдинг"""
C013904,company,"АО ""Северсталь-Т Проект"""
C013905,company,"ЗАО ""Аврора Партнёрс"""
C013906,company,"ООО ""Вектор Холдинг"""
C013907,company,"ООО ""Атлант Холдинг"""
C013908,company,"ООО ""Агроресурс Сервис"""
C013909,company,"ЗАО ""Балтком Капитал"""
C013910,company,"АО ""Эталон Логистик"""
C013911,company,"АО ""Вектор Трейд"""
C013912,company,"ЗАО ""Ресурс Сервис"""
C013913,company,"АО ""Аврора Партнёрс"""
C013914,company,"ООО ""Технопарк Партнёрс"""
C013915,company,"ПАО ""Ресурс Логистик"""
C013916,company,"ПАО ""Контур"""
C013917,company,"ЗАО ""Кристалл Сервис"""
C013918,company,"ЗАО ""Балтком Капитал"""
C013919,company,"ПАО ""Гранит Сервис"""
C013920,company,"ПАО ""Аврора Сервис"""
C013921,company,"ПАО ""Восток Инвест"""
C013922,company,"ООО ""Прогресс Капитал"""
C013923,company,"ООО ""Агроресурс Логистик"""
C013924,company,"ООО ""Ресурс Логистик"""
C013925,company,"ООО ""Сибуглемет-Н Групп"""
C013926,company,"ООО ""Вектор Капитал"""
C013927,company,"АО ""Мосинжстрой Капитал"""
C013928,company,"ООО ""Ориент Логистик"""
C013929,company,"ЗАО ""Ориент Холдинг"""
C013930,company,"ООО ""Восток Партнёрс"""
C013931,company,"АО ""Северсталь-Т Трейд"""
C013932,company,"ООО ""Северсталь-Т Капитал"""
C013933,company,"АО ""Контур Трейд"""
C013934,company,"ЗАО ""Вектор"""
C013935,company,"ПАО ""Восток Логистик"""
C013936,company,"ПАО ""Прогресс Капитал"""
C013937,company,"ПАО ""Аврора Логистик"""
C013938,company,"АО ""Технопарк Капитал"""
C013939,company,"ООО ""Атлант Логистик"""
C013940,company,"АО ""Нефтетрейд Логистик"""
C013941,company,"ООО ""Промлогистика Групп"""
C013942,company,"ООО ""Контур"""
C013943,company,"ПАО ""Стройинвест Групп"""
C013944,company,"АО ""Полюс Групп"""
C013945,company,"ООО ""Восток Систем"""
C013946,company,"ООО ""Аврора Систем"""
C013947,company,"ООО ""Гранит"""
C013948,company,"АО ""Атлант Групп"""
C013949,company,"ООО ""Прогресс Логистик"""
C013950,company,"ООО ""Титан Сервис"""
C013951,company,"ПАО ""Агроресурс Проект"""
C013952,company,"ООО ""Вектор Систем"""
C013953,company,"АО ""Агроресурс Партнёрс"""
C013954,company,"ООО ""Агроресурс Сервис"""
C013955,company,"ООО ""Мосинжстрой Групп"""
C013956,company,"АО ""Ресурс Систем"""
C013957,company,"ООО ""Промлогистика Логистик"""
C013958,company,"АО ""Северсталь-Т Холдинг"""
C013959,company,"АО ""Стройинвест"""
C013960,company,"ЗАО ""Ориент Капитал"""
C013961,company,"ООО ""Северсталь-Т Логистик"""
C013962,company,"ЗАО ""Вектор Проект"""
C013963,company,"ЗАО ""Ресурс Сервис"""
C013964,company,"ООО ""Северсталь-Т Трейд"""
C013965,company,"ПАО ""Агроресурс Холдинг"""
C013966,company,"ООО ""Нефтетрейд Проект"""
C013967,company,"АО ""Меркурий Систем"""
C013968,company,"АО ""Титан Партнёрс"""
C013969,company,"ООО ""Прогресс Проект"""
C013970,company,"АО ""Гранит Трейд"""
C013971,company,"ЗАО ""Меркурий Холдинг"""
C013972,company,"ООО ""Гранит Капитал"""
C013973,company,"ПАО ""Северсталь-Т Систем"""
C013974,company,"ООО ""Восток Партнёрс"""
C013975,company,"ООО ""Вектор Капитал"""
C013976,company,"ЗАО ""Балтком Сервис"""
C013977,company,"АО ""Эталон Холдинг"""
C013978,company,"ЗАО ""Вектор Холдинг"""
C013979,company,"АО ""Гранит Сервис"""
C013980,company,"АО ""Технопарк Групп"""
C013981,company,"АО ""Прогресс Систем"""
C013982,company,"ООО ""Сибуглемет-Н Холдинг"""
C013983,company,"ООО ""Эталон Партнёрс"""
C013984,company,"АО ""Балтком Капитал"""
C013985,company,"ЗАО ""Технопарк Сервис"""
C013986,company,"ООО ""Полюс Холдинг"""
C013987,company,"ООО ""Меркурий Партнёрс"""
C013988,company,"ПАО ""Титан Систем"""
C013989,company,"ООО ""Вектор Логистик"""
C013990,company,"ООО ""Медиахолдинг Инвест"""
C013991,company,"АО ""Промлогистика Групп"""
C013992,company,"АО ""Меркурий Проект"""
C013993,company,"АО ""Балтком Партнёрс"""
C013994,company,"АО ""Аврора Сервис"""
C013995,company,"АО ""Восток Групп"""
C013996,company,"ПАО ""Эталон Трейд"""
C013997,company,"ООО ""Нефтетрейд Партнёрс"""
C013998,company,"ООО ""Кристалл Групп"""
C013999,company,"ООО ""Гранит Капитал"""
C014000,company,"ООО ""Вектор Проект"""
C014001,company,"ЗАО ""Кристалл Партнёрс"""
C014002,company,"АО ""Ориент Проект"""
C014003,company,"ЗАО ""Прогресс Инвест"""
C014004,company,"АО ""Эталон Логистик"""
C014005,company,"ООО ""Балтком Систем"""
C014006,company,"ООО ""Аврора Партнёрс"""
C014007,company,"ЗАО ""Вектор Логистик"""
C014008,company,"ООО ""Прогресс Логистик"""
C014009,company,"ООО ""Гефест Групп"""
C014010,company,"АО ""Полюс Проект"""
C014011,company,"ООО ""Титан Сервис"""
C014012,company,"АО ""Балтком Проект"""
C014013,company,"ООО ""Мосинжстрой Инвест"""
C014014,company,"АО ""Вектор Трейд"""
C014015,company,"ООО ""Нефтетрейд Логистик"""
C014016,company,"ЗАО ""Мосинжстрой"""
C014017,company,"АО ""Ресурс Групп"""
C014018,company,"ООО ""Северсталь-Т Логистик"""
C014019,company,"ООО ""Кристалл Инвест"""
C014020,company,"ООО ""Вектор Систем"""
C014021,company,"ПАО ""Гранит Логистик"""
C014022,company,"ООО ""Гефест Систем"""
C014023,company,"ООО ""Титан Холдинг"""
C014024,company,"АО ""Аврора Инвест"""
C014025,company,"АО ""Атлант Сервис"""
C014026,company,"ООО ""Атлант Логистик"""
C014027,company,"ПАО ""Ресурс Групп"""
C014028,company,"ПАО ""Северсталь-Т Групп"""
C014029,company,"ООО ""Вектор Сервис"""
C014030,company,"ПАО ""Восток Холдинг"""
C014031,company,"ЗАО ""Агроресурс Капитал"""
C014032,company,"ООО ""Ресурс Капитал"""
C014033,company,"ЗАО ""Ориент Групп"""
C014034,company,"ПАО ""Медиахолдинг Холдинг"""
C014035,company,"ПАО ""Контур Капитал"""
C014036,company,"АО ""Технопарк Проект"""
C014037,company,"ООО ""Аврора Сервис"""
C014038,company,"ЗАО ""Технопарк Логистик"""
C014039,company,"ООО ""Эталон Систем"""
C014040,company,"АО ""Сибуглемет-Н Капитал"""
C014041,company,"ООО ""Ориент Капитал"""
C014042,company,"АО ""Нефтетрейд Трейд"""
C014043,company,"АО ""Медиахолдинг Трейд"""
C014044,company,"ООО ""Эталон Проект"""
C014045,company,"ПАО ""Меркурий Логистик"""
C014046,company,"ЗАО ""Прогресс"""
C014047,company,"ПАО ""Меркурий Сервис"""
C014048,company,"ООО ""Гранит Капитал"""
C014049,company,"ЗАО ""Медиахолдинг Инвест"""
C014050,company,"АО ""Медиахолдинг Партнёрс"""
C014051,company,"АО ""Гранит Систем"""
C014052,company,"АО ""Сибуглемет-Н"""
C014053,company,"АО ""Аврора Инвест"""
C014054,company,"ПАО ""Агроресурс Сервис"""
C014055,company,"ПАО ""Прогресс Логистик"""
C014056,company,"ЗАО ""Северсталь-Т"""
C014057,company,"ООО ""Ориент Групп"""
C014058,company,"ООО ""Титан"""
C014059,company,"ООО ""Прогресс Капитал"""
C014060,company,"ЗАО ""Технопарк Трейд"""
C014061,company,"ООО ""Гефест Инвест"""
C014062,company,"ООО ""Прогресс Логистик"""
C014063,company,"ПАО ""Кристалл Систем"""
C014064,company,"ПАО ""Мосинжстрой Трейд"""
C014065,company,"ООО ""Промлогистика Групп"""
C014066,company,"АО ""Эталон Трейд"""
C014067,company,"ЗАО ""Кристалл Логистик"""
C014068,company,"ЗАО ""Ориент"""
C014069,company,"ООО ""Агроресурс Трейд"""
C014070,company,"ООО ""Эталон Холдинг"""
C014071,company,"ЗАО ""Ориент Инвест"""
C014072,company,"ООО ""Прогресс Инвест"""
C014073,company,"ООО ""Медиахолдинг Холдинг"""
C014074,company,"ЗАО ""Гранит Трейд"""
C014075,company,"ПАО ""Технопарк Трейд"""
C014076,company,"АО ""Прогресс Проект"""
C014077,company,"ООО ""Титан Трейд"""
C014078,company,"ООО ""Кристалл Трейд"""
C014079,company,"ООО ""Технопарк Проект"""
C014080,company,"ООО ""Полюс Капитал"""
C014081,company,"ООО ""Нефтетрейд Трейд"""
C014082,company,"ООО ""Балтком Капитал"""
C014083,company,"АО ""Аврора Холдинг"""
C014084,company,"ПАО ""Технопарк Трейд"""
C014085,company,"АО ""Полюс Сервис"""
C014086,company,"ПАО ""Технопарк Капитал"""
C014087,company,"ПАО ""Эталон Инвест"""
C014088,company,"ПАО ""Титан Логистик"""
C014089,company,"ООО ""Северсталь-Т Инвест"""
C014090,company,"ООО ""Балтком Сервис"""
C014091,company,"ООО ""Атлант Инвест"""
C014092,company,"ПАО ""Сибуглемет-Н Холдинг"""
C014093,company,"АО ""Вектор Систем"""
C014094,company,"АО ""Медиахолдинг Трейд"""
C014095,company,"АО ""Вектор Трейд"""
C014096,company,"ЗАО ""Меркурий Инвест"""
C014097,company,"ПАО ""Меркурий Сервис"""
C014098,company,"ООО ""Технопарк Сервис"""
C014099,company,"ПАО ""Вектор"""
C014100,company,"АО ""Агроресурс Систем"""
C014101,company,"ПАО ""Ориент Систем"""
C014102,company,"АО ""Атлант Партнёрс"""
C014103,company,"АО ""Эталон Трейд"""
C014104,company,"АО ""Восток Инвест"""
C014105,company,"ООО ""Кристалл Сервис"""
C014106,company,"ПАО ""Эталон Партнёрс"""
C014107,company,"ООО ""Северсталь-Т"""
C014108,company,"ООО ""Северсталь-Т Капитал"""
C014109,company,"ООО ""Медиахолдинг Инвест"""
C014110,company,"ООО ""Аврора Логистик"""
C014111,company,"АО ""Прогресс Трейд"""
C014112,company,"ООО ""Гранит Холдинг"""
C014113,company,"ООО ""Северсталь-Т Холдинг"""
C014114,company,"ПАО ""Ориент Инвест"""
C014115,company,"ПАО ""Промлогистика Капитал"""
C014116,company,"АО ""Технопарк Партнёрс"""
C014117,company,"АО ""Кристалл Трейд"""
C014118,company,"ПАО ""Титан Капитал"""
C014119,company,"АО ""Восток Сервис"""
C014120,company,"ООО ""Ресурс Логистик"""
C014121,company,"АО ""Контур Холдинг"""
C014122,company,"ЗАО ""Промлогистика Проект"""
C014123,company,"ООО ""Сибуглемет-Н Логистик"""
C014124,company,"ЗАО ""Титан Партнёрс"""
C014125,company,"ООО ""Северсталь-Т"""
C014126,company,"ООО ""Промлогистика Групп"""
C014127,company,"ЗАО ""Прогресс"""
C014128,company,"ООО ""Балтком Холдинг"""
C014129,company,"ПАО ""Сибуглемет-Н Групп"""
C014130,company,"ЗАО ""Технопарк Холдинг"""
C014131,company,"ООО ""Ориент Проект"""
C014132,company,"ООО ""Медиахолдинг Партнёрс"""
C014133,company,"АО ""Гефест Инвест"""
C014134,company,"ПАО ""Гефест Логистик"""
C014135,company,"ПАО ""Сибуглемет-Н Инвест"""
C014136,company,"ЗАО ""Агроресурс Сервис"""
C014137,company,"ЗАО ""Ресурс Партнёрс"""
C014138,company,"ЗАО ""Гранит Партнёрс"""
C014139,company,"ООО ""Меркурий Сервис"""
C014140,company,"АО ""Технопарк Холдинг"""
C014141,company,"АО ""Контур Логистик"""
C014142,company,"АО ""Стройинвест Капитал"""
C014143,company,"ООО ""Прогресс Проект"""
C014144,company,"ПАО ""Меркурий Холдинг"""
C014145,company,"ПАО ""Северсталь-Т Инвест"""
C014146,company,"АО ""Ориент Капитал"""
C014147,company,"ЗАО ""Аврора Проект"""
C014148,company,"ООО ""Аврора Капитал"""
C014149,company,"ООО ""Агроресурс Сервис"""
C014150,company,"ПАО ""Нефтетрейд"""
C014151,company,"ООО ""Агроресурс"""
C014152,company,"АО ""Мосинжстрой Сервис"""
C014153,company,"ООО ""Ресурс Трейд"""
C014154,company,"ООО ""Технопарк Систем"""
C014155,company,"АО ""Контур Систем"""
C014156,company,"ООО ""Ресурс Инвест"""
C014157,company,"ООО ""Стройинвест Инвест"""
C014158,company,"ООО ""Технопарк Сервис"""
C014159,company,"ООО ""Технопарк Сервис"""
C014160,company,"ООО ""Гранит Систем"""
C014161,company,"ООО ""Полюс Групп"""
C014162,company,"ООО ""Северсталь-Т Партнёрс"""
C014163,company,"ПАО ""Промлогистика Групп"""
C014164,company,"АО ""Стройинвест Сервис"""
C014165,company,"АО ""Меркурий Систем"""
C014166,company,"ООО ""Меркурий Логистик"""
C014167,company,"ООО ""Атлант Капитал"""
C014168,company,"ООО ""Контур Партнёрс"""
C014169,company,"АО ""Агроресурс Сервис"""
C014170,company,"ПАО ""Промлогистика Партнёрс"""
C014171,company,"ООО ""Аврора Инвест"""
C014172,company,"ООО ""Контур Сервис"""
C014173,company,"ПАО ""Восток Сервис"""
C014174,company,"ООО ""Контур Логистик"""
C014175,company,"ООО ""Промлогистика Инвест"""
C014176,company,"АО ""Северсталь-Т Холдинг"""
C014177,company,"ООО ""Балтком"""
C014178,company,"ООО ""Стройинвест Логистик"""
C014179,company,"АО ""Мосинжстрой Систем"""
C014180,company,"ООО ""Контур Партнёрс"""
C014181,company,"АО ""Титан Сервис"""
C014182,company,"ООО ""Меркурий Систем"""
C014183,company,"ЗАО ""Медиахолдинг Сервис"""
C014184,company,"ООО ""Промлогистика Холдинг"""
C014185,company,"АО ""Гефест Капитал"""
C014186,company,"АО ""Атлант Логистик"""
C014187,company,"АО ""Гранит Инвест"""
C014188,company,"ООО ""Контур Трейд"""
C014189,company,"ЗАО ""Нефтетрейд Капитал"""
C014190,company,"АО ""Северсталь-Т Инвест"""
C014191,company,"АО ""Медиахолдинг Проект"""
C014192,company,"АО ""Титан Групп"""
C014193,company,"ПАО ""Балтком Инвест"""
C014194,company,"АО ""Технопарк Групп"""
C014195,company,"ООО ""Гранит Партнёрс"""
C014196,company,"ООО ""Контур Групп"""
C014197,company,"ООО ""Титан Инвест"""
C014198,company,"ЗАО ""Нефтетрейд Трейд"""
C014199,company,"АО ""Северсталь-Т Трейд"""
C014200,company,"АО ""Нефтетрейд Систем"""
C014201,company,"ООО ""Балтком Групп"""
C014202,company,"ООО ""Промлогистика Логистик"""
C014203,company,"АО ""Прогресс Проект"""
C014204,company,"ООО ""Контур Капитал"""
C014205,company,"ЗАО ""Балтком Холдинг"""
C014206,company,"ЗАО ""Вектор Партнёрс"""
C014207,company,"АО ""Мосинжстрой Сервис"""
C014208,company,"ООО ""Гранит Сервис"""
C014209,company,"ООО ""Атлант Холдинг"""
C014210,company,"ЗАО ""Гефест Сервис"""
C014211,company,"АО ""Полюс Проект"""
C014212,company,"ООО ""Гефест Проект"""
C014213,company,"ЗАО ""Атлант Логистик"""
C014214,company,"ООО ""Мосинжстрой Инвест"""
C014215,company,"ООО ""Сибуглемет-Н Логистик"""
C014216,company,"АО ""Ориент Систем"""
C014217,company,"ООО ""Вектор Логистик"""
C014218,company,"ПАО ""Аврора"""
C014219,company,"ЗАО ""Гранит Инвест"""
C014220,company,"ЗАО ""Северсталь-Т"""
C014221,company,"ЗАО ""Мосинжстрой Партнёрс"""
C014222,company,"ООО ""Вектор Капитал"""
C014223,company,"ПАО ""Стройинвест Инвест"""
C014224,company,"ООО ""Восток Капитал"""
C014225,company,"ЗАО ""Стройинвест Трейд"""
C014226,company,"ООО ""Нефтетрейд Систем"""
C014227,company,"ООО ""Аврора"""
C014228,company,"ЗАО ""Промлогистика Логистик"""
C014229,company,"АО ""Балтком Систем"""
C014230,company,"ООО ""Гефест Инвест"""
C014231,company,"ЗАО ""Медиахолдинг Капитал"""
C014232,company,"ООО ""Промлогистика Холдинг"""
C014233,company,"АО ""Кристалл Групп"""
C014234,company,"ООО ""Контур Партнёрс"""
C014235,company,"ЗАО ""Медиахолдинг Партнёрс"""
C014236,company,"ЗАО ""Эталон Логистик"""
C014237,company,"ООО ""Эталон Логистик"""
C014238,company,"ПАО ""Эталон"""
C014239,company,"АО ""Эталон"""
C014240,company,"АО ""Эталон Холдинг"""
C014241,company,"АО ""Восток Проект"""
C014242,company,"ООО ""Промлогистика"""
C014243,company,"АО ""Вектор Капитал"""
C014244,company,"ООО ""Контур Систем"""
C014245,company,"ООО ""Полюс Инвест"""
C014246,company,"ООО ""Титан Сервис"""
C014247,company,"АО ""Балтком Групп"""
C014248,company,"ООО ""Атлант Трейд"""
C014249,company,"ПАО ""Гефест Капитал"""
C014250,company,"ООО ""Стройинвест Капитал"""
C014251,company,"АО ""Контур Капитал"""
C014252,company,"АО ""Титан Групп"""
C014253,company,"ООО ""Кристалл Логистик"""
C014254,company,"ООО ""Ориент Трейд"""
C014255,company,"ЗАО ""Меркурий Трейд"""
C014256,company,"АО ""Стройинвест Проект"""
C014257,company,"ООО ""Стройинвест Проект"""
C014258,company,"ООО ""Медиахолдинг Сервис"""
C014259,company,"ООО ""Агроресурс Партнёрс"""
C014260,company,"АО ""Полюс Партнёрс"""
C014261,company,"АО ""Стройинвест Партнёрс"""
C014262,company,"АО ""Стройинвест Партнёрс"""
C014263,company,"ПАО ""Восток Групп"""
C014264,company,"ООО ""Кристалл Инвест"""
C014265,company,"ПАО ""Восток Проект"""
C014266,company,"ООО ""Кристалл Партнёрс"""
C014267,company,"ООО ""Гефест Капитал"""
C014268,company,"ООО ""Балтком Партнёрс"""
C014269,company,"ООО ""Эталон Партнёрс"""
C014270,company,"ООО ""Контур Трейд"""
C014271,company,"ООО ""Полюс Групп"""
C014272,company,"ПАО ""Прогресс Сервис"""
C014273,company,"ПАО ""Агроресурс Сервис"""
C014274,company,"ООО ""Атлант Капитал"""
C014275,company,"АО ""Меркурий Сервис"""
C014276,company,"ООО ""Гефест"""
C014277,company,"ПАО ""Ресурс Сервис"""
C014278,company,"АО ""Гранит Трейд"""
C014279,company,"ООО ""Мосинжстрой Капитал"""
C014280,company,"ООО ""Контур Сервис"""
C014281,company,"ООО ""Кристалл Капитал"""
C014282,company,"ЗАО ""Контур Сервис"""
C014283,company,"АО ""Титан Сервис"""
C014284,company,"ООО ""Медиахолдинг Систем"""
C014285,company,"ООО ""Эталон Капитал"""
C014286,company,"ООО ""Агроресурс Сервис"""
C014287,company,"ООО ""Контур Логистик"""
C014288,company,"АО ""Ресурс Групп"""
C014289,company,"ЗАО ""Восток Партнёрс"""
C014290,company,"ЗАО ""Прогресс Групп"""
C014291,company,"ООО ""Атлант Групп"""
C014292,company,"ПАО ""Кристалл Партнёрс"""
C014293,company,"АО ""Агроресурс Сервис"""
C014294,company,"ООО ""Гранит Инвест"""
C014295,company,"ООО ""Атлант Групп"""
C014296,company,"ООО ""Северсталь-Т Инвест"""
C014297,company,"ПАО ""Медиахолдинг Холдинг"""
C014298,company,"ЗАО ""Технопарк Капитал"""
C014299,company,"ООО ""Балтком Партнёрс"""
C014300,company,"АО ""Стройинвест Систем"""
C014301,company,"ООО ""Балтком Сервис"""
C014302,company,"ООО ""Гефест Проект"""
C014303,company,"АО ""Прогресс Капитал"""
C014304,company,"ООО ""Титан Трейд"""
C014305,company,"ПАО ""Мосинжстрой Групп"""
C014306,company,"ООО ""Северсталь-Т Проект"""
C014307,company,"АО ""Контур Холдинг"""
C014308,company,"ООО ""Технопарк Проект"""
C014309,company,"АО ""Северсталь-Т Сервис"""
C014310,company,"ООО ""Ориент Логистик"""
C014311,company,"ООО ""Гранит Капитал"""
C014312,company,"ООО ""Титан Логистик"""
C014313,company,"ЗАО ""Ресурс Сервис"""
C014314,company,"ООО ""Технопарк Инвест"""
C014315,company,"ПАО ""Гефест Групп"""
C014316,company,"АО ""Титан Холдинг"""
C014317,company,"ЗАО ""Стройинвест Партнёрс"""
C014318,company,"ООО ""Северсталь-Т Капитал"""
C014319,company,"ООО ""Ориент Групп"""
C014320,company,"ЗАО ""Кристалл Капитал"""
C014321,company,"ООО ""Контур Систем"""
C014322,company,"ООО ""Гефест Групп"""
C014323,company,"ЗАО ""Кристалл"""
C014324,company,"АО ""Медиахолдинг Систем"""
C014325,company,"АО ""Промлогистика Проект"""
C014326,company,"АО ""Агроресурс Сервис"""
C014327,company,"ЗАО ""Атлант Партнёрс"""
C014328,company,"ООО ""Медиахолдинг"""
C014329,company,"ООО ""Атлант Капитал"""
C014330,company,"ПАО ""Титан Инвест"""
C014331,company,"АО ""Ориент Проект"""
C014332,company,"ПАО ""Кристалл Групп"""
C014333,company,"ООО ""Атлант Проект"""
C014334,company,"ООО ""Меркурий Систем"""
C014335,company,"ЗАО ""Восток Трейд"""
C014336,company,"АО ""Сибуглемет-Н Партнёрс"""
C014337,company,"АО ""Меркурий Холдинг"""
C014338,company,"ООО ""Атлант Инвест"""
C014339,company,"ООО ""Ресурс Холдинг"""
C014340,company,"ЗАО ""Ресурс Логистик"""
C014341,company,"АО ""Вектор Инвест"""
C014342,company,"ООО ""Вектор"""
C014343,company,"ПАО ""Гранит Трейд"""
C014344,company,"АО ""Гефест Групп"""
C014345,company,"ПАО ""Мосинжстрой"""
C014346,company,"ПАО ""Медиахолдинг Трейд"""
C014347,company,"ООО ""Эталон Проект"""
C014348,company,"ПАО ""Стройинвест Трейд"""
C014349,company,"ООО ""Контур Групп"""
C014350,company,"ЗАО ""Промлогистика"""
C014351,company,"АО ""Северсталь-Т Холдинг"""
C014352,company,"АО ""Атлант Систем"""
C014353,company,"ООО ""Гефест Сервис"""
C014354,company,"ЗАО ""Балтком Партнёрс"""
C014355,company,"ООО ""Кристалл Проект"""
C014356,company,"ЗАО ""Гранит Проект"""
C014357,company,"ООО ""Стройинвест Систем"""
C014358,company,"АО ""Стройинвест Групп"""
C014359,company,"ООО ""Кристалл"""
C014360,company,"ООО ""Полюс Трейд"""
C014361,company,"АО ""Прогресс Партнёрс"""
C014362,company,"ООО ""Сибуглемет-Н Холдинг"""
C014363,company,"АО ""Вектор Групп"""
C014364,company,"ООО ""Кристалл Логистик"""
C014365,company,"ООО ""Гранит Капитал"""
C014366,company,"ООО ""Вектор"""
C014367,company,"ПАО ""Атлант Капитал"""
C014368,company,"ПАО ""Прогресс Трейд"""
C014369,company,"АО ""Вектор Капитал"""
C014370,company,"ЗАО ""Ориент Логистик"""
C014371,company,"ПАО ""Мосинжстрой Сервис"""
C014372,company,"ООО ""Сибуглемет-Н Холдинг"""
C014373,company,"ЗАО ""Контур Систем"""
C014374,company,"ООО ""Кристалл Проект"""
C014375,company,"АО ""Меркурий"""
C014376,company,"АО ""Промлогистика Систем"""
C014377,company,"АО ""Аврора Капитал"""
C014378,company,"АО ""Восток Групп"""
C014379,company,"ЗАО ""Полюс Холдинг"""
C014380,company,"ООО ""Вектор Инвест"""
C014381,company,"ООО ""Ресурс Трейд"""
C014382,company,"ООО ""Гранит"""
C014383,company,"ЗАО ""Северсталь-Т Инвест"""
C014384,company,"ООО ""Кристалл Сервис"""
C014385,company,"ЗАО ""Мосинжстрой Холдинг"""
C014386,company,"ПАО ""Аврора Инвест"""
C014387,company,"ООО ""Полюс Инвест"""
C014388,company,"ООО ""Медиахолдинг Партнёрс"""
C014389,company,"АО ""Промлогистика Капитал"""
C014390,company,"ПАО ""Сибуглемет-Н Логистик"""
C014391,company,"ЗАО ""Балтком Холдинг"""
C014392,company,"ПАО ""Северсталь-Т"""
C014393,company,"ООО ""Агроресурс Партнёрс"""
C014394,company,"ЗАО ""Медиахолдинг"""
C014395,company,"АО ""Эталон Инвест"""
C014396,company,"ООО ""Вектор Групп"""
C014397,company,"ООО ""Сибуглемет-Н Партнёрс"""
C014398,company,"ООО ""Кристалл Инвест"""
C014399,company,"ООО ""Медиахолдинг Систем"""
C014400,company,"ПАО ""Промлогистика Инвест"""
C014401,company,"ПАО ""Стройинвест Холдинг"""
C014402,company,"АО ""Ресурс Капитал"""
C014403,company,"АО ""Полюс"""
C014404,company,"АО ""Промлогистика Групп"""
C014405,company,"ООО ""Титан Трейд"""
C014406,company,"ООО ""Титан Капитал"""
C014407,company,"АО ""Ресурс Групп"""
C014408,company,"ПАО ""Мосинжстрой Проект"""
C014409,company,"ООО ""Полюс"""
C014410,company,"ООО ""Эталон Трейд"""
C014411,company,"ЗАО ""Титан Сервис"""
C014412,company,"ООО ""Ресурс Проект"""
C014413,company,"ООО ""Титан Капитал"""
C014414,company,"ЗАО ""Северсталь-Т"""
C014415,company,"ООО ""Ориент Инвест"""
C014416,company,"ПАО ""Восток Капитал"""
C014417,company,"ООО ""Полюс Сервис"""
C014418,company,"АО ""Ориент Сервис"""
C014419,company,"ПАО ""Гефест Партнёрс"""
C014420,company,"ООО ""Эталон Трейд"""
C014421,company,"ЗАО ""Кристалл"""
C014422,company,"ПАО ""Ресурс Сервис"""
C014423,company,"АО ""Полюс Трейд"""
C014424,company,"ООО ""Балтком Трейд"""
C014425,company,"АО ""Эталон Групп"""
C014426,company,"АО ""Полюс Холдинг"""
C014427,company,"ПАО ""Нефтетрейд"""
C014428,company,"ЗАО ""Стройинвест Проект"""
C014429,company,"ООО ""Кристалл Логистик"""
C014430,company,"ООО ""Вектор Сервис"""
C014431,company,"ПАО ""Аврора Групп"""
C014432,company,"АО ""Гранит"""
C014433,company,"ООО ""Меркурий Проект"""
C014434,company,"ООО ""Эталон"""
C014435,company,"ЗАО ""Промлогистика Логистик"""
C014436,company,"ПАО ""Эталон Капитал"""
C014437,company,"ООО ""Прогресс Сервис"""
C014438,company,"ООО ""Северсталь-Т Партнёрс"""
C014439,company,"ООО ""Гранит Проект"""
C014440,company,"ЗАО ""Ресурс Инвест"""
C014441,company,"АО ""Контур Инвест"""
C014442,company,"АО ""Промлогистика Инвест"""
C014443,company,"ООО ""Ориент Партнёрс"""
C014444,company,"ООО ""Полюс Групп"""
C014445,company,"ЗАО ""Титан Систем"""
C014446,company,"АО ""Контур Сервис"""
C014447,company,"ПАО ""Титан"""
C014448,company,"АО ""Меркурий"""
C014449,company,"АО ""Ресурс"""
C014450,company,"ООО ""Аврора Групп"""
C014451,company,"ООО ""Ресурс Групп"""
C014452,company,"ООО ""Контур Холдинг"""
