owner_id,owned_id,share
C017367,C028655,0.7000
C001886,C025687,0.8500
P010487,C030537,0.2389
P012826,C027945,0.5134
C009716,C018151,0.8500
P013842,C030179,0.3600
P005958,C016735,0.3000
P006586,C033552,0.1096
C034489,C005962,0.3726
P003068,C033961,0.5483
C001989,C004333,0.8500
C019382,C029686,0.8500
P002326,C015283,0.1663
P012386,C009431,0.2014
P012658,C018952,0.1054
P007774,C010061,0.6090
P006280,C010563,0.1338
P008475,C007139,0.1500
P008925,C029131,0.4061
P011191,C024027,0.0657
C005012,C011417,0.7000
P010294,C011526,0.1301
P001432,C021192,0.0876
P010760,C021252,0.4692
C91000150,C91000151,1.0000
C004464,C008564,0.8500
P014284,C027157,0.3027
C003109,C010358,0.5000
C022114,C016707,0.8500
C025246,C023955,0.3000
P001916,C030732,0.7117
C028742,C007353,0.0000
P008078,C019310,0.5000
C031029,C002634,0.2724
P005046,C030861,0.0164
C023661,C017682,0.3000
P003042,C028082,0.7000
P009894,C009349,0.3640
P013160,C033069,0.7000
P003576,C031830,0.1305
P004566,C034162,0.1748
P002759,C034315,0.5750
C010702,C001469,0.5239
P003882,C009785,0.0377
P003332,C004182,0.2990
C004185,C028194,0.5224
P010559,C004655,0.4350
P001809,C010808,0.3433
C91001404,C91001405,1.0000
P003620,C025066,0.1500
P010423,C030139,0.4967
P008267,C003650,0.2819
P009789,C013968,0.8700
P009354,C021963,0.2289
C000804,C021867,0.8500
C013272,C019219,0.8500
C034659,C022999,0.1057
P004764,C017410,0.1203
C012374,C009119,0.1805
P003605,C025832,0.2224
P003974,C016164,0.2577
P007829,C016236,0.2917
C011484,C034614,0.1661
P004134,C034332,0.0483
P011149,C000125,0.3560
P011158,C003961,0.7000
P014058,C022230,0.5481
C026974,C012946,0.2627
P004652,C033424,0.1725
P001180,C011550,0.5651
P014397,C025451,0.1395
P012157,C020909,0.3272
C021113,C014133,0.3056
C016533,C002428,0.5000
C025425,C002280,0.3000
P013307,C027253,0.5000
P004041,C027288,0.6819
C029005,C021152,0.5000
P002053,C032553,0.8503
P011806,C018182,0.9300
P007159,C017031,0.5121
C026970,C001678,0.5000
C020476,C030695,0.1738
C004267,C013243,0.3000
P013085,C029066,0.7500
P012721,C014582,0.5230
 P010231,C032951,0.0809
P014141,C015545,0.9300
P013231,C011363,0.7000
C021086,C026236,0.5000
C033877,C005205,0.2119
P011092,C032858,0.4042
P006405,C012935,0.4650
P001521,C031756,1.0800
P004759,C014094,0.3609
P003257,C000314,0.3398
P009903,C033849,0.3000
P005844,C023123,0.5000
C012995,C004883,0.3192
P011770,C019654,0.4572
P012359,C007213,0.0727
P007134,C027889,0.2318
P007790,C008268,0.7000
P014526,C025942,0.0576
P005127,C034511,0.1679
P013322,C020636,1.0000
C032034,C017935,0.2379
P007106,C003056,0.0376
P004749,C031469,0.1264
C014874,C003141,0.3582
P005161,C022284,0.9300
P007855,C016592,0.4650
C010573,C030433,0.1604
P007294,C034328,1.1500
 P014195,C021838,0.9300
P009152,C032908,0.0449
C002013,C023443,0.2222
P006795,C029294,0.2480
C91000332,C91000333,1.0000
C023610,C001998,0.1830
P002165,C025320,0.1722
P010721,C028699,0.7560
C010983,C033926,0.8500
P009162,C013227,0.1395
C018973,C015750,0.3747
P003183,C029775,0.8050
C008557,C032778,0.1354
C021431,C000613,0.8500
C028533,C001961,0.5805
P003224,C030920,0.1500
C028787,C007077,0.2149
C000694,C011586 ,0.2117
P004656,C022057,0.0753
C023265,C006306,0.1108
P012564,C010307,1.0000
P011247,C028518,0.3012
P000878,C016010,0.4650
P000685,C022954,0.6510
P005176,C009213,0.1702
P011826,C032943,0.1725
C005575,C031009,0.8500
P010475,C024457,0.3000
P014855,C026845,0.1728
P000435,C027600,0.5750
P000880,C006045,0.2250
C020578,C004686,0.4666
C010826,C001270,0.5000
C015185,C009650,0.3343
P004388,C023694,0.2673
C014988,C002139,0.8500
P000043,C017131,0.1500
P000648,C014013,0.9300
P013386,C004436,0.3311
P014771,C000768,1.0800
P002389,C011370,0.4903
C021740,C014642,0.1988
C006589,C008150,0.8500
P006480,C028576,0.4376
P000346,C021321,0.4350
P013140,C034548,0.1620
P013123,C022076,0.1301
P013905,C024014,0.4180
P006520,C005791,0.2250
C008752,C030206,0.5000
C91001744,C91001745,1.0000
P006883,C029089,0.1431
P010604,C026353,0.1513
C023569,C002875,0.5000
C010957,C001353,0.5000
C025820,C014200,0.2244
C010998,C003553,0.5000
P003404,C014303,1.1500
P013367,C017831,0.3000
P014986,C011003,0.0394
P003075,C019684,0.5937
C001113,C015485,0.7000
P013761,C000154,0.7560
P012912,C019000,1.0000
P014175,C006536,0.3512
C016355,C022854,0.3000
P006571,C009596,0.2657
P000555,C022986,0.0813
C008047,C012920,0.5000
P011658,C013884,0.0641
P012156,C026577,0.3744
P005119,C009547,0.3226
C030163,C008898,0.4716
C91000861,C91000862,1.0000
P002710,C018426,0.3962
C027087,C013600,0.8500
P006161,C027506,0.4650
P000764,C024001,0.2616
P008032,C005610,0.0392
P000237,C019664,0.1575
C012831,C017084,0.2812
C002312,C005966,0.8500
P006638,C027485,1.0000
C024534,C015425,0.5000
P013159,C011411,0.5115
C91001809,C91001810,1.0000
P011101,C000020,0.1552
P006687,C023073,0.1836
C017172,C006830,0.5000
P003792,C026069,0.0768
C003734,C010342,0.5000
C014887,C014309,0.5000
P002599,C002400,0.3766
P011065,C019009,0.1294
P001940,C002022,0.1018
P008338,C005004,0.1620
P005808,C012460,0.2296
P008530,C022744,0.2483
P011107,C022405,0.2790
P001905,C008768,0.4408
C034570,C034107,0.1730
C016629,C022941,0.1503
P008971,C019420,0.2435
P006156,C034525,0.3259
P013206,C032935,0.6510
P001738,C032706,0.1360
P009344,C004684,0.5400
P000818,C034856,0.3487
P002701,C006353,0.2037
P013628,C030955,0.3166
P010419,C023999,0.2646
P006418,C002329,0.1243
C91000054,C91000055,1.0000
P011605,C029274,0.2444
P014949,C018451,0.1428
P010093,C028777,0.2102
P010003,C014082,0.2176
C016310,C023952,0.3000
P002984,C024627,0.5000
P004283,C031941,0.0900
P014432,C009170,0.3436
P011974,C025906,0.2271
P007508,C007919,0.1346
P014321,C011644,0.2953
P012695,C030757,0.5000
P004378,C031443,0.3679
C025060,C006794,0.3524
P007844,C004051,0.1124
C013210,C024736,0.4599
P000291,C018297,0.2788
P002628,C030727,0.4024
P012238,C004597,0.0387
P002665,C002021,0.3000
P000712,C005977,0.9300
P014664,C024310,0.3750
C021205,C027663,0.3782
P002703,C000811,0.3591
P002120,C019266,0.1556
P007545,C032221,0.5000
P013398,C003595,0.1939
P001901,C006809,0.1093
P009758,C031535,1.1500
P004422,C023072,1.0000
P006138,C004264 ,0.3823
P003528,C014428,0.5250
C020061,C009790,0.1912
 P014560,C023285,0.2183
P005358,C023118,0.1419
P008781,C019497,1.1500
C002762,C001892,0.1071
P013083,C005375,0.6332
C034717,C015007,0.5366
P002050,C024931,0.0682
C018340,C007057 ,0.3700
P013128,C009351,0.2572
P011340,C031771,0.2219
C027574,C004574,0.1154
C004104,C009598,0.8500
C008131,C008766,0.4237
C016271,C000832,0.1215
P000383,C009962,0.0490
P007560,C010538,0.1687
P014813,C021269,0.7000
P006890,C023871,0.1305
C000417,C034449,0.5806
P004520,C018321,0.1549
C028532,C031225,0.1347
P011000,C007187,0.7500
C006903,C019377,0.5000
P012855,C017233,0.4693
P001090,C015343,0.3803
P012327,C004703,0.3000
P007642,C032970,0.8050
P002095,C008092,0.1991
P013563,C019978,0.5533
P011068,C012613,0.6987
P009907,C013016,0.4495
 C017171,C005514,0.3000
P011810,C017895,0.2533
C004563,C012772,0.5402
P011255,C033492,0.5953
P013853,C012842,0.0757
P013750,C020625,0.0522
C001434,C002738,0.1300
P014185,C019490,0.1129
P012118,C015429,0.2208
P014418,C029252,0.2598
C010531,C003181,0.8500
P001268,C024364,0.5308
P003497,C022063,0.2984
C003684,C017417,0.3940
P008107,C021891,0.1768
P004308,C014736,0.4893
P006465,C032162,0.4985
C032630,C005604,0.1397
P014622,C031746,0.3517
P001657,C016238,0.5706
C032360,C005721,0.1175
P007480,C012665,0.1268
P010675,C019452,0.1305
P000353,C025599,1.0000
P011526,C029742,0.1664
P000120,C007083,0.4927
P002013,C033580,0.3000
C029781,C002695,0.3298
P010684,C018160,0.5000
P008485,C031117,0.1122
C005466,C026074,0.2277
P005688,C023219,0.5868
P009429,C011960,0.0457
C015207,C015959,0.3040
C021242,C031375,0.5493
P010667,C034210,0.2530
C008015,C012418,0.2799
C026890,C013707,0.8500
C022097,C022929,0.4360
P011286,C014454,0.0716
P006099,C009901,0.4258
C021236,C017237,0.2170
P000881,C027422,0.2130
P000934,C002228,0.4650
P004795,C033751,1.1500
C91000521,C91000522,1.0000
P005903,C022154,0.6481
P008611,C031614,0.1620
P007178,C018059,1.0800
C031661,C013280,0.2241
P000602,C001034,0.2222
P014997,C007716,0.3180
P001871,C032364,0.4350
C028201,C003609,0.5000
C019351,C019171,0.3000
C014885,C016547,0.8500
P009241,C025799,0.2330
P005310,C012185,0.2654
C005138,C013236,0.3000
C031122,C028875,0.3488
P013060,C033641,0.8050
P006830,C003841,0.5909
P002158,C020831,0.1755
P005520,C021042,0.0775
C015107,C012804,0.3829
P006413,C020327,0.0657
C029718,C020301,0.3000
C014999,C024645,0.1925
C014008,C026964,0.3437
C003034,C009811,0.3677
P002539,C017096,0.3000
P008165,C011662,0.6799
P010177,C014486,0.3528
P003351,C021800,0.2086
P006051,C012856,0.2557
C019438,C034203,0.3905
C005691,C012018,0.1256
P003219,C026216,0.5250
C034417,C021912,0.1761
P000340,C008322,0.7506
P005659,C017310,0.0208
C019518,C005027,0.7000
P000523,C032707,0.2515
C004800,C034457,0.3000
C026865,C032816,0.8500
C023192,C011902,0.2386
P009478,C009071,0.4663
P012647,C013057,0.0857
C028130,C034166,0.3000
C015116,C003963,0.1375
C017115,C027013,0.3000
C021217,C032207,0.2247
C91000397,C91000398,1.0000
C006236,C016710,0.0000
C002685,C013952,0.3000
P002419,C018702,0.2205
P007386,C027891,0.5011
C029150,C027626,0.5000
C016690,C008862,0.1804
P004156,C015885,0.5250
P010531,C005271,0.3450
P008585,C015894,0.6090
P014410,C015364,0.5750
C033521,C032074,0.4274
P011371,C013293,0.5250
P011914,C018625,0.0216
P012811,C019809,0.2610
P002946,C016308,0.4650
P014900,C024952,0.1936
P000652,C023082,0.1863
 P008350,C007568,0.2049
P006118,C029994,1.0000
P000145,C003756,0.1725
P011292,C030221,0.1395
C020954,C034982,0.1051
P005874,C021673,0.5571
C91001562,C91001563,1.0000
P000444,C034638,0.8050
C030522,C009863,0.4972
 P013934,C015742,0.6510
C016212,C017114,0.8500
C028091,C024627,0.1757
P014893,C034577,0.3618
P009654,C013492,1.1500
P013872,C026035,0.5250
C033563,C009446,0.5000
P012972,C030487,0.8050
C001843,C015295,0.8500
P006482,C032887,0.1311
P014540,C006265,0.0667
C003142,C020908,0.2900
C027709,C004584,0.3000
P004252,C029380,0.0833
C017404,C032622,0.2594
P006166,C018754,0.7133
C005965,C021817,0.7000
P000280,C026457,0.1365
C002969,C032587,0.1525
P001452,C011558,1.0000
C006822,C005407,0.2707
C008398,C016705,0.1048
C025709,C029208,0.5000
P007969,C032236,0.3033
C013230,C027221,0.8500
P011642,C000112,0.1500
P005975,C000912,0.6510
P002365,C031205,0.0195
C029029,C004259,0.8500
P004799,C033946,0.0543
P007366,C014078,0.0593
P001923,C013197,0.2325
C020330,C022884,0.1723
P013544,C008547,0.0853
C034760,C010655,0.3000
C005701,C004654,0.8500
C019769,C002352,0.2192
P008293,C020690,0.4875
P007831,C032339,0.5856
P010995,C017256,0.3352
P009607,C004363,0.1429
P000747,C003570,0.3181
P000899,C019868,0.5592
C91001584,C91001585,1.0000
P010798,C029772,0.1500
P005989,C001488,1.1500
C025833,C022522,0.3696
P003370,C028891,0.3648
P007881,C031695,0.5773
P014459,C018597,0.4111
P001664,C001818,0.1597
P012602,C026406,0.6784
P001196,C019865,0.6514
P011606,C017734,0.2250
P013099,C016023,0.2295
P009843,C019677,0.5287
P003629,C009992,0.3096
P010161,C026977,1.1500
P013700,C014291,0.1500
P014384,C004176,0.6963
P003742,C011647,1.0000
C027273,C010923,0.5000
P014946,C014689,0.1690
P010003,C029480,0.2153
C001565,C005996,0.3794
C019193,C006047,0.0854
P007836,C011648,0.0951
P012225,C002942,0.2665
C021346,C006170,0.7000
P014996,C002501,0.1350
P001651,C010449,0.2029
P003573,C012584,0.7000
P011815,C014605,0.5977
P009717,C019930,0.2915
C018122,C006825,0.0962
P011786,C022072,0.1861
P002949,C007406,0.0411
C024668,C006448,0.7000
C033385,C001784,0.5000
P010000,C002154,0.5768
P001250,C016348,0.0502
P002570,C018589,0.5000
P004971,C034754,0.9300
P012764,C018232,1.0000
C031760,C025237,0.7000
C031387,C019598,0.5000
P004708,C009986,0.3750
P009966,C024353,0.3435
P000478,C030363,0.3322
P010535,C011758,1.1500
C000394,C031836,0.3107
C021794,C027604,0.1767
P010646,C002845,0.2134
P005029,C004039,0.5412
P009228,C026930,0.5552
P007421,C028173,0.2999
P013000,C005416,0.5475
C024401,C001712,0.8500
C013783,C022117,0.2661
P012195,C016266,0.3750
P010769,C030092,0.3750
P006784,C013361,0.0609
C012093,C026786,0.5000
P009279,C025518,0.3039
P004884,C026134,0.9300
P005797,C033179 ,0.0621
C019915,C021475,0.8500
P013035,C000204,0.1395
P005860,C022844,0.6514
C008214,C017392,0.3000
C001524,C033815,0.3000
C010981,C021686,0.4362
C91001967,C91001968,1.0000
C012561,C001757,0.4676
C031455,C025715,0.5000
P011965,C010018,0.7168
C007797,C014166,0.3051
P000836,C007769,0.1454
C011340,C034968,0.2257
C008898,C026021,0.2191
P004454,C019379,0.3000
P011997,C030569,0.3854
C017626,C020287,0.5000
C003434,C010468,0.3000
C000837,C034456,0.3000
C017873,C018561,0.1363
P001505,C032934,0.6156
P013983,C028415,0.7500
P003776,C014493,0.2727
C028905,C006952,0.8500
P005736,C029947,0.0720
P000007,C009678,0.0815
P006695,C004738,0.0108
C026103,C032173,0.2263
C033310,C014896,0.7000
P000722,C001324,0.7000
P009139,C001221,0.6314
P003180,C004220,0.2454
P010873,C009162,0.0441
P000267,C029993,0.0434
P013771,C019534,0.4072
C023667,C000170,0.7000
P001288,C004730,0.4081
P002747,C028856,0.4129
P003742,C009608,0.1529
P006121,C019028,0.0214
P006768,C014469,0.3000
C000086,C015308,0.5000
P014545,C034981 ,0.3852
P000704,C019895,0.4732
P011894,C025119,0.2610
P013216,C021853,0.2017
P008633,C010659 ,0.2159
P001787,C018340,0.5368
C004188,C031308,0.5359
P011107,C008297,1.0000
C91001246,C91001247,1.0000
C029841,C006459,0.2322
P012589,C019812,0.7560
C017943,C013134,0.8500
C010663,C015382,0.4828
C015054,C003082,0.7000
C010045,C010421,0.3000
P001278,C019206,0.1568
C91001893,C91001894,1.0000
P013301,C017155,0.1263
P004234,C012723,0.6656
P002798,C023950,0.1253
P010253,C005362,0.4796
P014674,C030309,0.5932
C020170,C033079,0.1402
C003999,C009922,0.8500
P000536,C000270,0.7155
C032360,C020094,0.8500
P003470,C014924,0.0801
P006223,C020881,0.3019
C028365,C001083,0.2261
P007849,C014695,0.5000
P002977,C000798,0.6325
P006331,C025678,0.2527
P007182,C008876,0.2731
P002957,C006631,0.2794
C032998,C022768,0.5000
P006450,C003276,0.2621
C034895,C032080,0.7000
P003998,C023518,0.8448
C027459,C023541,0.3516
P008628,C022368,1.0000
C012617,C021140,0.3000
P013569,C025593,0.3079
P003773,C018051,0.5000
P014906,C011263,1.0000
P008870,C019339,0.7000
P012388,C020559,0.2681
C014575,C008397,0.8500
P007548,C014733,0.7028
P005641,C010208,0.6510
P011821,C004328,0.2099
C021794,C031692 ,0.8500
C020136,C005550,0.3041
P011443,C013047,0.2583
P011456,C001300,0.0460
P009806,C016416,0.2143
P007498,C017792,0.1500
P010610,C001972,0.5554
P004821,C032777,0.4650
P005908,C033434,0.2954
P009319,C003382,0.3860
C009154,C020871,0.2951
P004757,C017484,0.8050
P008074,C009026,0.0474
P011426,C002542,0.4215
P013902,C022664,0.2353
P013877,C010411,0.6478
P010670,C008887,0.1163
 P000114,C014227,0.3583
C023840,C021889,0.1997
P006625,C019769,0.6229
P012279,C013224,0.3450
C91000610,C91000611,1.0000
P004107,C028456,0.2381
P002657,C030133,0.0561
P013725,C015569,0.3912
C005601,C029557,0.2424
P001935,C023403,0.1451
P005994,C029190,0.7560
C027656,C016540,0.4446
P007639,C009248,0.1125
P009761,C002875,0.1183
P006591,C034831,0.4671
C020296,C003278,0.8500
P013999,C031077,0.0579
C000705,C020477,0.5000
P007033,C021469,0.6375
P011792,C023971,0.3000
C011761,C030693,0.2289
P003608,C008445,0.7000
C010384,C003800,0.2294
P010770,C011307,0.2128
P003927,C033058,0.3382
P002794,C009508,0.4865
P005645,C025033,0.9300
P006846,C009293,0.0847
C013387,C013353,0.1165
P014344,C011169,0.1616
P001197,C022622,0.0757
P003737,C020295 ,0.1437
P010169,C014976,0.5860
P012033,C030131,0.2803
P009390,C027747,0.1395
C027924,C002342,0.8500
P013584,C019021,0.9300
P012213,C033071,0.1500
C003454,C010945,0.8500
P009701,C001852,0.2004
P009517,C023413,0.3182
P006866,C009871,0.9300
P014296,C024468,0.6090
P009591,C025272,0.4393
C021006,C029176,0.3312
P012297,C016849,0.0179
P005803,C034253,0.3270
C032337,C009797,0.5000
P013774,C012469,0.5607
C008340,C027749,0.4106
C012337,C013458,0.3082
P000132,C021253,1.0000
C034994,C032892,0.0994
C016622,C034507,0.8500
P007782,C001902,1.0000
C030848,C001749,0.6734
C003911,C016834,0.1436
P013176,C011716,0.1393
P010751,C007864,0.0888
P012625,C020289,0.5158
C91000785,C91000786,1.0000
P006409,C016189,0.9300
C011606,C015114,0.1241
C91001455,C91001456,1.0000
P005518,C022741,0.3938
C028122,C031753,0.1512
P011592,C001195,0.2200
P014702,C019662,0.0764
P014443,C032765,0.2136
C029235,C032982,0.3000
C019920,C020866,0.3000
P007768,C013868,0.6510
P014155,C021480,0.1725
P010493,C029471,0.2835
C91000657,C91000658,1.0000
P003557,C025507,0.0352
P006278,C004087,0.1620
P009522,C008796,0.1254
P006098,C033017,0.8050
C010977,C006092,0.3000
P009511,C014506,1.0800
C014216,C002316,0.3189
P008225,C022867,0.2352
C017552,C016483,0.7000
P007303,C031417,0.1163
C007240,C030289,0.7000
P009307,C007864,0.1403
C013065,C030903,0.5000
P001492,C028584,0.7000
P008877,C030385,0.1808
P005848,C026353,0.0705
C027298,C008986,0.3000
P003341,C009679,0.2590
P007738,C003926,0.1125
P006383,C005364,0.1186
P002441,C004996,0.1660
P001137,C022595,0.0896
C013311,C025231,0.5004
P005380,C001008,1.0800
C019266,C021280,0.8500
C018498,C009491,0.0993
C029893,C005941,0.3075
C020710,C016326,0.3199
P014715,C004940,0.7560
C016315,C030037,0.1625
P003751,C011472,0.5400
C91000401,C91000402,1.0000
P014420,C002908,0.4157
P007584,C034612,0.2802
P013286,C011981,0.2850
C006484,C016674,0.7000
C024448,C018681,0.1091
C006623,C012389,0.7000
P000707,C031720,0.1657
P014390,C016921,0.0693
P012548,C034973,0.9300
P004826,C005251,1.0800
C006584,C007212,0.0736
P004151,C022330,0.1980
P011291,C017709,0.6501
P012803,C024614,0.1500
C91000578,C91000579,1.0000
C011066,C029872,0.5000
P009325,C009245,0.1124
P014047,C005319,0.3944
P007520,C024408,0.3183
P002736,C032253,0.4562
C034240,C026510,0.7000
P006771,C013863,0.6213
C021728,C017075,0.3165
P002970,C004722,0.3972
C026599,C029046,0.3000
C001955,C018920,0.5000
P007875,C018899,0.3553
C027635,C030562,0.7000
P014428,C028782,0.4895
P004882,C026569,0.1829
P007879,C001880,0.2842
P010139,C022651,0.1557
P012913,C019893,1.0800
P008650,C013395,0.5000
P002008,C000062,0.2359
C007283,C028169,0.8500
P003782,C006364 ,0.1395
P003629,C003465,0.1305
C000043,C001942,0.3000
P009904,C027968,0.5508
C004429,C014202,0.5000
P000044,C023223,0.4373
P004782,C010989,0.5750
P004938,C000157,0.1125
P007521,C012787,0.2177
P009443,C016953,0.2726
P010955,C021142,0.3567
C033218,C034200,0.8500
P010459,C029676,0.5479
P012807,C005669,0.0577
P006755,C018774,0.0560
P005257,C012570,0.5961
C015501,C017291,0.7000
C018051,C024587,0.7000
P001390,C031728,0.0645
P014976,C034521,0.6090
P002760,C023526,0.5792
P014534,C007826,1.0800
P000493,C028881,0.7630
C033848,C033036,0.5000
P010460,C031164,0.5150
P008598,C000063,1.0000
P007237,C015724,0.3860
P002644,C022749,0.7500
C007140,C018990,0.8500
C034958,C012043,0.5000
P014037,C018008,0.6043
P001009,C013825,0.0519
P001289,C008826,0.4112
C010729,C021401,0.7000
C015379,C006778,0.1787
P004590,C003984,0.0306
P000044,C015509,0.1305
C005616,C004140,0.3000
C026295,C006526,0.1669
C021891,C007924,0.1456
P014555,C016000,0.4295
C028670,C033781,0.0750
C001552,C020050,0.3937
P007577,C017775,0.3750
P000519,C023839,0.2646
P009496,C023746,0.0851
P009202,C034212,0.0617
C018252,C004678,0.8500
P005541,C002183,0.6534
C027222,C011787,0.3318
C008627,C000902,0.3209
C009715,C027414,0.0629
P012171,C024544,1.0800
P000805,C013266,0.7560
C034004,C011592,0.7000
P002879,C000170,0.1269
P002408,C004384,0.5250
P003133,C005130,0.3254
C016209,C021573,0.2074
P009072,C005664,0.4581
C027471,C030430,0.1937
P006987,C017153,0.5750
P012342,C007073,0.1804
P002392,C027798,1.0800
P014146,C030807,0.1786
P012485,C000156,0.5000
P003279,C028431,0.2591
C91000232,C91000233,1.0000
C91001563,C91001564,1.0000
P009835,C029202,0.2026
C027660,C033162,0.2190
P014173,C018464,0.0785
P000542,C033719 ,0.2610
P004656,C027245,1.0000
P009458,C022603,0.1751
P009784,C030507,0.3750
P010562,C010000,0.0374
C91000823,C91000824,1.0000
C005071,C003225,0.5000
P010312,C006177,0.1154
C015108,C011478,0.7000
C033148,C010331,0.8500
C005818,C013322,0.2842
C009671,C000391,0.2626
C012539,C015798,0.4818
P006518,C002870,0.5086
P010610,C009381,0.9300
C017928,C004313,0.3000
P002769,C013545,0.9300
P007121,C008283,0.5132
P003795,C023889,0.1509
P013882,C005970 ,0.5400
C018730,C000189,0.7000
P010227,C017849,1.0000
C91001787,C91001788,1.0000
C015143,C031891,0.2551
P000274,C000436,0.0300
P012262,C000528,0.6090
P002340,C034916,0.2370
P006419,C014336,0.1500
P014166,C022868,0.1592
P004651,C004856,0.3943
C032892,C001715,0.3000
C004643,C003780,0.3505
P001535,C031764,0.0818
P007670,C000045,0.5400
P001568,C027634,0.4996
P001106,C028904,0.6495
P004673,C008424,0.1620
P000954,C008639,0.0723
C021011,C012238,0.3000
C018140,C011084,0.3000
P011598,C010651,0.1159
C031060,C004171,0.3000
C025084,C000704,0.3156
P005191,C027778,0.0543
C015143,C019912,0.7000
P007832,C001394,0.1575
C013182,C021336,0.1228
P004895,C021936,0.3572
P002839,C028080,0.2692
P002429,C025392,1.0000
C003653,C014846,0.3802
C026283,C018141,0.7000
P008538,C010771,0.1725
P011575,C029445,0.8700
C032383,C003648,0.4812
C022888,C033010,0.4187
P012786,C018390,0.5782
P004392,C012478,0.3502
P014528,C019539,0.5884
P004539,C012370,0.1871
C014610,C001216,0.7000
C002443,C014135,0.6558
P011889,C016037,0.1333
P010490,C020749,0.3942
C025998,C025797,0.5000
P000997,C017718,0.2250
P013763,C018244,0.1993
P000426,C031023,0.3000
P002129,C031379,1.0800
P004207,C020313,0.7560
P014215,C030312,0.1903
C009565,C023407,0.7000
C013353,C013387,0.2959
C003486,C033693,0.7000
C003679,C017711,0.1702
P008317,C019783,0.3225
P000776,C010921,0.2333
P003619,C006450,0.8700
P010703,C024493,0.6512
P002954,C019821,0.3000
P011031,C013486,0.1654
C032406,C027369,0.7000
P002862,C019663,0.0906
P001724,C025132,0.1131
P010102,C006312,0.6560
P010852,C029835,0.7000
C020484,C019510,0.3000
P003669,C029586,0.2560
C91000804,C91000805,1.0000
P007766,C013705,0.5000
P004065,C015982,0.2507
C020803,C032300,0.4206
P011974,C017526,0.3542
P002587,C022057,0.2851
C020917,C020954,0.3191
P012091,C012097,0.3323
C005118,C014448,0.2109
P013736,C006491,0.3215
P010979,C025672,0.2887
C014398,C003984,0.1748
P010820,C014204,0.3746
P013456,C001937,0.3240
C005796,C029349,0.2548
C017330,C028371,0.1591
C015024,C034718,0.8500
C033910,C019573,0.4573
P012775,C000892,0.3552
P001361,C026925,0.1831
P013600,C031296,1.0800
P012995,C031447,0.8050
P013061,C000853,0.2022
P001097,C004937,0.1125
C010770,C003626,0.3000
C013505,C007649,0.3000
C021220,C018062,0.4970
P002093,C019130,0.6510
P002046,C020561,0.3661
P001340,C031736,0.2661
P001052,C010152,0.7000
C025942,C025891,0.4907
P001032,C004931,0.0999
C014398,C028934,0.3289
 P000221,C008906,0.0510
P008263,C027027,0.4285
C91000770,C91000771,1.0000
P001264,C034509 ,0.1500
P011558,C023140,0.5000
P003317,C023848,0.4142
P004002,C024003,1.1500
C007655,C030338,0.2424
P006652,C029101 ,0.5380
P000197,C023644,0.2980
C91000275,C91000276,1.0000
C031103,C027106,0.3144
P013487,C008831,0.1725
P014376,C024210,0.5878
P013218,C010970,0.4118
C014049,C024578,0.3463
P011557,C028367,0.3468
P013062,C029004,0.7000
P001299,C017895,0.2620
P013801,C015750 ,0.2309
C007143,C027779,0.6319
C006070,C004706,0.1453
P013867,C027659,0.7500
P005618,C021516,0.8050
P002605,C000011,0.2134
P010167,C000816,0.8216
C004013,C017043,0.3632
C007184,C008419,0.4297
P008411,C014241,0.6090
P011188,C032409,0.2614
C004371,C021796,0.7000
C012116,C009798,0.1899
P002977,C000132,0.0826
P005184,C023209,0.6246
C030750,C016433,0.3712
P012589,C013028,0.3240
P011191,C029031,0.1648
C021183,C003815,0.7000
C028173,C008522,0.8500
C91000063,C91000064,1.0000
P000037,C032488,0.9300
P013544,C022874,1.0000
P013102,C017616,0.0711
C023210,C033158,0.2158
P013132,C020021,0.5250
P006909,C005402,0.1534
C012860,C001191,0.4688
P007507,C025575,0.3303
P000600,C013603,0.6447
C024369,C012458,0.7000
P009380,C003713,0.5000
P008047,C001645,0.2189
P014781,C006616,0.1500
P001949,C030819,0.0535
P009065,C006914,0.4609
C021121,C015451,0.3000
P012188,C029507,0.3648
P006899,C013542,0.2078
C004495,C027255,0.8500
P000509,C026107,0.8700
C008521,C004337,0.8500
C008879,C024725,0.0710
P012119,C025668,1.0800
C011580,C008562,0.3000
P004734,C033727,0.1500
C024522,C024652,0.1983
P002319,C033391,0.1500
C002501,C008839,0.5000
P001202,C013125,0.1620
C007113,C025305,0.3001
P003128,C034299,0.8373
C022327,C003663,0.1756
C032484,C011391,0.8500
P002498,C000134,0.1624
P013204,C013203,0.0659
C033103,C005393,0.2256
P009302,C015898,0.2150
P009431,C016881,0.8700
P006444,C013822,0.3931
C027780,C028214,0.2798
P011172,C016129,0.2311
P006774,C032442,0.0873
C012746,C019653,0.3452
P005717,C016132,0.2599
P008483,C029660,1.0000
P003139,C003301,0.3105
P013476,C028568,0.2305
C024099,C033887,0.3759
P010924,C024025,0.8700
P008132,C026063,0.4350
C020515,C004432,0.2339
C026644,C010115,0.8500
P000243,C031951,0.5156
P013336,C023486,0.5065
P009587,C032812,0.1928
P007802,C009754,0.1538
C005537,C013058,0.8500
C008272,C024767,0.4668
C004960,C022636,0.5000
C025289,C000489,0.3000
P010257,C027632,0.1852
C008102,C023632,0.5000
C003510,C013131,0.7000
P013445,C006564,0.2111
P005030,C014302,0.5750
C007348,C003302,0.7000
